ジャルジャルのネタのタネ『ボクシングジム殴り込むヤバい奴』【JARUJARUTOWER】	-ebL3Le15bM	https://www.youtube.com/watch?v=-ebL3Le15bM	https://i.ytimg.com/vi/-ebL3Le15bM/default.jpg	2018-02-26T09:00:00Z
ジャルジャルのネタのタネ『ボロクソ言われて感心する奴』【JARUJARUTOWER】	Ly7VIuUIanI	https://www.youtube.com/watch?v=Ly7VIuUIanI	https://i.ytimg.com/vi/Ly7VIuUIanI/default.jpg	2018-03-06T09:00:04Z
ジャルジャルのネタのタネ『気持ち悪がってるけど気持ち悪いほうの奴』【JARUJARUTOWER】	UaN69Ga5eSA	https://www.youtube.com/watch?v=UaN69Ga5eSA	https://i.ytimg.com/vi/UaN69Ga5eSA/default.jpg	2018-03-13T09:00:02Z
ジャルジャルのネタのタネ『6時から塾気にする奴』【JARUJARUTOWER】	4V-ZCAwYEmE	https://www.youtube.com/watch?v=4V-ZCAwYEmE	https://i.ytimg.com/vi/4V-ZCAwYEmE/default.jpg	2018-02-17T09:00:00Z
ジャルジャルのネタのタネ『自分の名前まちがいまくる奴』【JARUJARUTOWER】	nV5cJLf9mw8	https://www.youtube.com/watch?v=nV5cJLf9mw8	https://i.ytimg.com/vi/nV5cJLf9mw8/default.jpg	2018-03-14T09:00:02Z
ジャルジャルのネタのタネ『ノリやめへん奴』【JARUJARUTOWER】	79IGRX2hPF0	https://www.youtube.com/watch?v=79IGRX2hPF0	https://i.ytimg.com/vi/79IGRX2hPF0/default.jpg	2018-03-08T09:00:00Z
ジャルジャルのネタのタネ『友達のこと信用してない奴』【JARUJARUTOWER】	jiPToXdAa28	https://www.youtube.com/watch?v=jiPToXdAa28	https://i.ytimg.com/vi/jiPToXdAa28/default.jpg	2018-02-19T09:00:02Z
ジャルジャルのネタのタネ『承諾っ屁する奴』【JARUJARUTOWER】	sBAnZ-DgVeA	https://www.youtube.com/watch?v=sBAnZ-DgVeA	https://i.ytimg.com/vi/sBAnZ-DgVeA/default.jpg	2018-02-28T09:00:07Z
ジャルジャルのネタのタネ『変なストリートミュージシャン来ると思ってた変な奴』【JARUJARUTOWER】	c0NowLgXtGs	https://www.youtube.com/watch?v=c0NowLgXtGs	https://i.ytimg.com/vi/c0NowLgXtGs/default.jpg	2018-02-15T03:00:01Z
ジャルジャルのネタのタネ『家庭教師のクセに顔キツイ奴』【JARUJARUTOWER】	F72P1G67MKo	https://www.youtube.com/watch?v=F72P1G67MKo	https://i.ytimg.com/vi/F72P1G67MKo/default.jpg	2018-02-27T09:00:01Z
ジャルジャルのネタのタネ『すし屋やめて歌手目指す奴 パート３』【JARUJARUTOWER】	NH5m0b0T3j4	https://www.youtube.com/watch?v=NH5m0b0T3j4	https://i.ytimg.com/vi/NH5m0b0T3j4/default.jpg	2018-02-25T09:00:04Z
ジャルジャルのネタのタネ『会話のリズム合わない奴』【JARUJARUTOWER】	Tl_xqSAgEWs	https://www.youtube.com/watch?v=Tl_xqSAgEWs	https://i.ytimg.com/vi/Tl_xqSAgEWs/default.jpg	2018-03-09T09:00:05Z
ジャルジャルのネタのタネ『だらだら逮捕する奴』【JARUJARUTOWER】	IgrFkyrH2Yk	https://www.youtube.com/watch?v=IgrFkyrH2Yk	https://i.ytimg.com/vi/IgrFkyrH2Yk/default.jpg	2018-03-01T09:00:01Z
ジャルジャルのネタのタネ『インタビュー中に跳ぶ奴』【JARUJARUTOWER】	TQZl3iEp7pw	https://www.youtube.com/watch?v=TQZl3iEp7pw	https://i.ytimg.com/vi/TQZl3iEp7pw/default.jpg	2018-02-16T03:00:01Z
ジャルジャルのネタのタネ『頭で瓦割る奴』【JARUJARUTOWER】	bjbNqsIUNIY	https://www.youtube.com/watch?v=bjbNqsIUNIY	https://i.ytimg.com/vi/bjbNqsIUNIY/default.jpg	2018-02-18T09:00:02Z
ジャルジャルのネタのタネ『すし屋やめて歌手目指す奴 パート１』【JARUJARUTOWER】	h_COiAf5Fh8	https://www.youtube.com/watch?v=h_COiAf5Fh8	https://i.ytimg.com/vi/h_COiAf5Fh8/default.jpg	2018-02-23T09:00:04Z
ジャルジャルのネタのタネ『すし屋やめて歌手目指す奴 パート２』【JARUJARUTOWER】	eS-4XJG1S50	https://www.youtube.com/watch?v=eS-4XJG1S50	https://i.ytimg.com/vi/eS-4XJG1S50/default.jpg	2018-02-24T09:00:02Z
ジャルジャルのネタのタネ『キャーて言う奴』【JARUJARUTOWER】	hyWtzRKSo1I	https://www.youtube.com/watch?v=hyWtzRKSo1I	https://i.ytimg.com/vi/hyWtzRKSo1I/default.jpg	2018-02-21T09:00:02Z
ジャルジャルのネタのタネ『高校生のくせにECOの歌つくる奴』【JARUJARUTOWER】	5jHME8RYscg	https://www.youtube.com/watch?v=5jHME8RYscg	https://i.ytimg.com/vi/5jHME8RYscg/default.jpg	2018-03-07T09:00:00Z
ジャルジャルのネタのタネ『鼻殴ってヒステリー止める奴』【JARUJARUTOWER】	aBtdJCORoss	https://www.youtube.com/watch?v=aBtdJCORoss	https://i.ytimg.com/vi/aBtdJCORoss/default.jpg	2018-03-10T09:00:01Z
ジャルジャルのネタのタネ『司会者のくせにめっちゃしゃべる奴』【JARUJARUTOWER】	vFFSl5SdWfA	https://www.youtube.com/watch?v=vFFSl5SdWfA	https://i.ytimg.com/vi/vFFSl5SdWfA/default.jpg	2018-03-11T09:00:09Z
ジャルジャルのネタのタネ『司会者のくせに全然しゃべらない奴』【JARUJARUTOWER】	-ixAVJCThKY	https://www.youtube.com/watch?v=-ixAVJCThKY	https://i.ytimg.com/vi/-ixAVJCThKY/default.jpg	2018-03-12T09:00:00Z
ジャルジャルのネタのタネ『名曲台なしにするインディーズの奴』【JARUJARUTOWER】	RQl1QxhEYEo	https://www.youtube.com/watch?v=RQl1QxhEYEo	https://i.ytimg.com/vi/RQl1QxhEYEo/default.jpg	2018-02-22T09:00:01Z
ジャルジャルのネタのタネ『家庭教師のクセに顔キツイ奴』【JARUJARUTOWER】	3U11Sfd7utk	https://www.youtube.com/watch?v=3U11Sfd7utk	https://i.ytimg.com/vi/3U11Sfd7utk/default.jpg	2018-03-01T16:47:21Z
ジャルジャルのネタのタネ『珍しい形で客に支持されてる奴』【JARUJARUTOWER】	oa_eJqT7TFs	https://www.youtube.com/watch?v=oa_eJqT7TFs	https://i.ytimg.com/vi/oa_eJqT7TFs/default.jpg	2018-03-02T09:00:09Z
ジャルジャルのネタのタネ『珍しい形でファンに支持されてる奴』【JARUJARUTOWER】	5CwtK85BaAY	https://www.youtube.com/watch?v=5CwtK85BaAY	https://i.ytimg.com/vi/5CwtK85BaAY/default.jpg	2018-03-03T09:00:01Z
ジャルジャル即興コント『パンと僕のモモちゃん』コミックゼノンコラボコント￥	p99tbL0bNG4	https://www.youtube.com/watch?v=p99tbL0bNG4	https://i.ytimg.com/vi/p99tbL0bNG4/default.jpg	2018-02-22T10:00:04Z
ジャルジャルのネタのタネ『変な奴に変な奴って平気で言う奴 ２』【JARUJARUTOWER】	vzSqzk2pXNM	https://www.youtube.com/watch?v=vzSqzk2pXNM	https://i.ytimg.com/vi/vzSqzk2pXNM/default.jpg	2018-03-05T09:00:06Z
ジャルジャルのネタのタネ『変な奴に変な奴って平気で言う奴』【JARUJARUTOWER】	H0V4YPXkT04	https://www.youtube.com/watch?v=H0V4YPXkT04	https://i.ytimg.com/vi/H0V4YPXkT04/default.jpg	2018-03-04T09:00:02Z
ジャルジャル『JARUJARUTOWER 』メイキング 公開！ １コマずつ撮影！	yi6teW3vm9Y	https://www.youtube.com/watch?v=yi6teW3vm9Y	https://i.ytimg.com/vi/yi6teW3vm9Y/default.jpg	2018-03-12T06:58:45Z
ジャルジャルのネタのタネ『グラサンかけて止まっている奴』【JARUJARUTOWER】	PIG6yxV4gVw	https://www.youtube.com/watch?v=PIG6yxV4gVw	https://i.ytimg.com/vi/PIG6yxV4gVw/default.jpg	2018-02-20T09:00:03Z
ジャルジャルのネタのタネ『笑い方に過去出る奴』【JARUJARUTOWER】	pid_trA-YzE	https://www.youtube.com/watch?v=pid_trA-YzE	https://i.ytimg.com/vi/pid_trA-YzE/default.jpg	2018-03-16T09:00:02Z
ジャルジャルのネタのタネ『家庭教師のくせに鼻ほじる奴』【JARUJARUTOWER】	1UZo-Dx6k-M	https://www.youtube.com/watch?v=1UZo-Dx6k-M	https://i.ytimg.com/vi/1UZo-Dx6k-M/default.jpg	2018-04-02T09:00:01Z
ジャルジャルのネタのタネ『最後の仕上げオールバックする奴』【JARUJARUTOWER】	cTzJdyo5fdk	https://www.youtube.com/watch?v=cTzJdyo5fdk	https://i.ytimg.com/vi/cTzJdyo5fdk/default.jpg	2018-03-21T09:00:04Z
ジャルジャルのネタのタネ『敬語からタメ口に切り替えようとする奴に注意する奴』【JARUJARUTOWER】	NuVfuMwZF3k	https://www.youtube.com/watch?v=NuVfuMwZF3k	https://i.ytimg.com/vi/NuVfuMwZF3k/default.jpg	2018-04-09T09:00:02Z
ジャルジャルのネタのタネ『話オーバーなっていく奴』【JARUJARUTOWER】	gqrH8PZRYQQ	https://www.youtube.com/watch?v=gqrH8PZRYQQ	https://i.ytimg.com/vi/gqrH8PZRYQQ/default.jpg	2018-04-06T09:00:04Z
ジャルジャルのネタのタネ『顔にゴミつける奴』【JARUJARUTOWER】	jqiXlzaDbaQ	https://www.youtube.com/watch?v=jqiXlzaDbaQ	https://i.ytimg.com/vi/jqiXlzaDbaQ/default.jpg	2018-03-26T09:00:03Z
ジャルジャルのネタのタネ『発声練習する奴』【JARUJARUTOWER】	qtTlBhs-iXQ	https://www.youtube.com/watch?v=qtTlBhs-iXQ	https://i.ytimg.com/vi/qtTlBhs-iXQ/default.jpg	2018-03-31T09:00:06Z
ジャルジャルのネタのタネ『クリフハンガーていうゲームやる奴』【JARUJARUTOWER】	Sn0DxKCf4LQ	https://www.youtube.com/watch?v=Sn0DxKCf4LQ	https://i.ytimg.com/vi/Sn0DxKCf4LQ/default.jpg	2018-03-18T09:00:02Z
ジャルジャルのネタのタネ『退室の仕方間違ってる奴』【JARUJARUTOWER】	6sV8jXH30zw	https://www.youtube.com/watch?v=6sV8jXH30zw	https://i.ytimg.com/vi/6sV8jXH30zw/default.jpg	2018-03-17T09:00:00Z
